CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,714,2,63.0,55.0,17.0,9.0,15.0,19.0,8.0,284.0,11.0,3.0,2.0,1.0,1.0,2.0,6.0,1.0,0.0,6.0,3.0,2.0,1.0,0.0,11.0,520.0,1095
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,715,2,37.0,40.0,9.0,8.0,17.0,18.0,9.0,400.0,19.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,23.0,599.0,1229
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,716,1,22.0,20.0,12.0,3.0,13.0,10.0,6.0,152.0,12.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,12.0,280.0,580
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,717,2,57.0,40.0,11.0,10.0,20.0,18.0,9.0,304.0,11.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,17.0,516.0,1129
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,718,3,54.0,90.0,19.0,14.0,21.0,23.0,13.0,461.0,17.0,5.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,12.0,4.0,1.0,6.0,0.0,28.0,776.0,1591
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,719,2,53.0,52.0,20.0,12.0,13.0,18.0,10.0,357.0,15.0,7.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,21.0,595.0,1192
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,720,3,80.0,72.0,30.0,14.0,27.0,29.0,7.0,394.0,14.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,10.0,12.0,1.0,4.0,0.0,26.0,730.0,1524
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,721,2,49.0,44.0,15.0,10.0,25.0,12.0,2.0,352.0,20.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,12.0,6.0,0.0,8.0,0.0,24.0,588.0,1355
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,722,2,63.0,47.0,13.0,10.0,29.0,25.0,11.0,398.0,20.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,3.0,0.0,6.0,0.0,22.0,671.0,1344
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,723,1,23.0,15.0,6.0,4.0,7.0,6.0,3.0,126.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,6.0,211.0,441
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,724,2,38.0,35.0,8.0,5.0,21.0,13.0,6.0,185.0,14.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,17.0,366.0,790
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,725,3,72.0,46.0,22.0,15.0,16.0,25.0,3.0,414.0,13.0,8.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,11.0,3.0,1.0,4.0,0.0,33.0,693.0,1512
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,726,2,85.0,52.0,18.0,21.0,25.0,13.0,6.0,317.0,19.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,11.0,3.0,0.0,5.0,0.0,25.0,607.0,1233
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,727,2,65.0,54.0,17.0,16.0,16.0,15.0,6.0,342.0,11.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0,3.0,0.0,3.0,1.0,27.0,593.0,1213
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,728,1,37.0,13.0,4.0,2.0,6.0,9.0,3.0,113.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,209.0,429
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,729,3,272.0,123.0,19.0,39.0,32.0,36.0,23.0,461.0,41.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,39.0,1108.0,1853
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,730,1,31.0,26.0,6.0,3.0,8.0,9.0,7.0,221.0,14.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,8.0,349.0,590
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,731,1,42.0,41.0,14.0,6.0,12.0,0.0,8.0,260.0,7.0,2.0,1.0,2.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,16.0,436.0,734
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,732,2,68.0,55.0,11.0,18.0,24.0,17.0,11.0,366.0,38.0,5.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,20.0,649.0,1105
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,733,2,75.0,51.0,13.0,11.0,20.0,36.0,10.0,412.0,31.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,7.0,0.0,4.0,0.0,18.0,703.0,1156
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,734,2,148.0,34.0,7.0,14.0,9.0,24.0,11.0,182.0,10.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,1.0,25.0,479.0,903
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,735,1,45.0,24.0,8.0,6.0,9.0,10.0,4.0,157.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,295.0,485
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,736,2,71.0,63.0,14.0,15.0,13.0,18.0,8.0,344.0,23.0,5.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,17.0,610.0,1191
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,737,2,45.0,35.0,12.0,6.0,13.0,15.0,4.0,264.0,11.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,3.0,0.0,2.0,1.0,20.0,446.0,959
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,738,2,78.0,47.0,10.0,17.0,4.0,19.0,9.0,238.0,16.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,21.0,473.0,995
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,739,1,56.0,37.0,16.0,7.0,11.0,9.0,2.0,187.0,15.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,364.0,740
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,740,2,80.0,74.0,14.0,15.0,20.0,17.0,12.0,333.0,13.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,3.0,0.0,37.0,635.0,1292
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,741,2,62.0,49.0,12.0,13.0,13.0,14.0,6.0,192.0,5.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,392.0,856
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,742,1,36.0,31.0,10.0,3.0,18.0,15.0,5.0,202.0,10.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,354.0,649
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,743,1,27.0,23.0,4.0,5.0,7.0,9.0,5.0,150.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,11.0,257.0,471
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,744,1,37.0,35.0,14.0,7.0,11.0,15.0,6.0,220.0,9.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,27.0,403.0,736
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,745,2,49.0,28.0,22.0,10.0,20.0,10.0,7.0,233.0,14.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,21.0,437.0,754
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,746,2,53.0,44.0,12.0,8.0,23.0,18.0,5.0,386.0,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,13.0,4.0,0.0,2.0,0.0,22.0,615.0,1086
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,747,1,33.0,29.0,9.0,13.0,11.0,11.0,6.0,165.0,12.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,307.0,584
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,748,2,64.0,43.0,9.0,15.0,22.0,12.0,6.0,251.0,24.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,17.0,481.0,910
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,749,1,21.0,16.0,3.0,3.0,8.0,11.0,1.0,106.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,10.0,189.0,347
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,750,1,32.0,17.0,5.0,13.0,11.0,10.0,4.0,162.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,8.0,278.0,550
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,751,1,18.0,22.0,2.0,4.0,6.0,6.0,2.0,130.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,4.0,215.0,412
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,752,1,34.0,29.0,7.0,6.0,17.0,9.0,7.0,191.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,10.0,337.0,644
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,753,2,61.0,30.0,8.0,10.0,9.0,15.0,9.0,226.0,21.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,4.0,0.0,3.0,1.0,24.0,439.0,761
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,754,1,28.0,13.0,3.0,2.0,6.0,2.0,3.0,109.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,189.0,370
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,755,1,24.0,23.0,8.0,3.0,5.0,7.0,2.0,95.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,11.0,192.0,347
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,756,1,27.0,24.0,4.0,10.0,4.0,10.0,7.0,145.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,7.0,256.0,603
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,757,1,38.0,31.0,6.0,8.0,9.0,9.0,4.0,191.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,14.0,324.0,738
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,758,1,42.0,17.0,2.0,7.0,6.0,5.0,2.0,136.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,241.0,524
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,759,2,116.0,45.0,8.0,15.0,5.0,13.0,6.0,194.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,8.0,431.0,764
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,760,1,46.0,21.0,10.0,7.0,7.0,9.0,4.0,138.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,265.0,562
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,761,1,34.0,35.0,2.0,3.0,17.0,7.0,4.0,125.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,5.0,247.0,597
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,762,2,52.0,32.0,9.0,8.0,11.0,9.0,7.0,159.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,16.0,325.0,984
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,763,2,82.0,19.0,7.0,3.0,5.0,8.0,3.0,36.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,187.0,526
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,764,2,134.0,48.0,11.0,10.0,4.0,19.0,9.0,90.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,13.0,355.0,830
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,765,2,254.0,20.0,7.0,18.0,7.0,29.0,12.0,200.0,24.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,598.0,1208
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,766,2,238.0,62.0,14.0,22.0,13.0,37.0,8.0,224.0,11.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,4.0,2.0,21.0,673.0,1141
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,767,3,78.0,80.0,23.0,18.0,15.0,28.0,8.0,581.0,17.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,13.0,3.0,1.0,6.0,0.0,30.0,911.0,1551
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,768,6,171.0,166.0,34.0,51.0,82.0,77.0,24.0,1466.0,43.0,16.0,3.0,0.0,1.0,10.0,6.0,0.0,0.0,50.0,12.0,1.0,8.0,1.0,87.0,2309.0,4375
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,769,2,70.0,58.0,17.0,13.0,23.0,19.0,1.0,443.0,17.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,16.0,3.0,0.0,1.0,0.0,17.0,710.0,1433
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,770,2,80.0,42.0,22.0,13.0,18.0,30.0,3.0,308.0,20.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,22.0,573.0,1004
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,771,2,61.0,85.0,22.0,13.0,23.0,25.0,5.0,288.0,10.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,10.0,8.0,1.0,7.0,0.0,24.0,590.0,1211
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,772,1,29.0,29.0,9.0,7.0,10.0,8.0,1.0,124.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,239.0,468
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,773,2,192.0,39.0,6.0,12.0,9.0,18.0,5.0,113.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,416.0,833
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,774,1,33.0,24.0,3.0,7.0,10.0,7.0,1.0,98.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,200.0,432
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,874,15,845.0,332.0,95.0,139.0,140.0,180.0,100.0,3302.0,188.0,20.0,2.0,17.0,1.0,15.0,5.0,1.0,3.0,55.0,28.0,0.0,17.0,1.0,179.0,5665.0,10718
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,875,26,748.0,536.0,161.0,150.0,260.0,277.0,112.0,6034.0,267.0,34.0,17.0,9.0,3.0,16.0,14.0,3.0,2.0,148.0,66.0,5.0,47.0,11.0,260.0,9180.0,19223
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,6,153.0,120.0,52.0,56.0,57.0,70.0,29.0,1455.0,79.0,8.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,34.0,14.0,1.0,11.0,1.0,44.0,2195.0,4340
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,877,2,64.0,51.0,14.0,8.0,13.0,18.0,8.0,437.0,22.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,6.0,658.0,1154
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,878,2,63.0,24.0,12.0,8.0,10.0,27.0,4.0,403.0,19.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,14.0,597.0,1008
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,879,2,48.0,29.0,17.0,4.0,17.0,20.0,2.0,410.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,8.0,1.0,6.0,0.0,16.0,611.0,1079
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,880,2,45.0,44.0,70.0,11.0,13.0,13.0,10.0,364.0,24.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,14.0,626.0,966
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,881,3,203.0,70.0,20.0,33.0,20.0,30.0,22.0,517.0,27.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,1.0,31.0,994.0,2037
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,882,2,42.0,30.0,14.0,9.0,9.0,21.0,5.0,322.0,15.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,6.0,7.0,0.0,0.0,1.0,1.0,16.0,506.0,862
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,883,2,72.0,48.0,7.0,15.0,19.0,26.0,6.0,525.0,31.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,4.0,1.0,15.0,781.0,1343
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,884,2,55.0,35.0,12.0,3.0,13.0,22.0,6.0,336.0,16.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,14.0,535.0,941
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,885,2,72.0,40.0,9.0,11.0,16.0,15.0,13.0,245.0,12.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,452.0,812
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,886,2,62.0,22.0,16.0,5.0,16.0,12.0,6.0,295.0,12.0,7.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,9.0,479.0,790
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,887,1,41.0,22.0,8.0,4.0,8.0,9.0,3.0,217.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.0,343.0,614
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,3,211.0,62.0,22.0,26.0,24.0,43.0,25.0,542.0,40.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,36.0,1047.0,1975
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,889,2,95.0,35.0,23.0,11.0,18.0,24.0,9.0,365.0,38.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,6.0,1.0,15.0,657.0,1089
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,890,2,77.0,31.0,13.0,12.0,12.0,19.0,10.0,334.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,15.0,556.0,982
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,891,2,45.0,16.0,4.0,6.0,11.0,10.0,10.0,323.0,17.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,9.0,463.0,856
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,892,3,133.0,53.0,23.0,20.0,20.0,26.0,13.0,512.0,34.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0,1.0,31.0,881.0,1652
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,893,1,45.0,28.0,6.0,7.0,14.0,16.0,3.0,219.0,10.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,14.0,375.0,717
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,894,1,25.0,22.0,4.0,3.0,4.0,10.0,0.0,166.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,11.0,260.0,445
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,895,1,45.0,26.0,10.0,12.0,7.0,4.0,5.0,168.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,11.0,308.0,524
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,896,1,60.0,25.0,8.0,5.0,13.0,14.0,1.0,181.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,9.0,334.0,628
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,897,1,53.0,32.0,10.0,3.0,18.0,9.0,5.0,185.0,10.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,7.0,350.0,744
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,898,1,27.0,17.0,11.0,3.0,4.0,13.0,1.0,119.0,11.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,223.0,496
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,899,1,22.0,18.0,10.0,7.0,11.0,9.0,7.0,141.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,8.0,252.0,454
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,900,1,14.0,10.0,3.0,3.0,1.0,3.0,3.0,100.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,160.0,321
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,901,1,37.0,29.0,9.0,5.0,4.0,8.0,3.0,114.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,234.0,432
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,902,1,36.0,26.0,7.0,6.0,10.0,17.0,1.0,171.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,295.0,611
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,903,1,49.0,29.0,6.0,11.0,5.0,4.0,6.0,129.0,6.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,266.0,481
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,904,1,25.0,25.0,7.0,5.0,6.0,7.0,3.0,114.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,7.0,220.0,470
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,905,1,20.0,16.0,3.0,3.0,9.0,6.0,1.0,102.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,5.0,177.0,335
3,23,QUINTANA ROO,1,PLAYA DEL CARMEN,8,SOLIDARIDAD,906,1,32.0,18.0,6.0,4.0,2.0,5.0,4.0,123.0,8.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,217.0,416
